predicted,real,set
7.511755,6.87,training
4.6998854,4.35,training
7.1751823,7.4,training
8.112887,7.74,training
5.381667,6,training
8.084438,7.74,training
6.9387703,6.3,training
3.9665117,3.35,training
5.7630825,6.55,training
5.17767,5.92,training
12.75511,12.72,training
7.7065797,8,training
8.021505,8.15,training
8.626888,8.3,training
4.0661063,3.22,training
4.325053,4.46,training
7.4913983,7.3,training
8.490082,8.57,training
7.2304177,7.06,training
7.147284,6.3,training
9.145813,8.6,training
7.8880525,6.82,training
6.9545417,7.26,training
7.25755,6.28,training
6.889871,6.64,training
3.3472812,3.7,training
4.8433337,4.98,training
5.301767,5.09,training
6.075145,5.85,training
6.075145,5.85,training
6.075145,5.85,training
6.075145,5.85,training
6.075145,5.85,training
7.224778,6.92,training
4.0091763,3.15,training
5.1951294,5.31,training
7.8726654,7.48,training
6.032129,5.71,training
5.9326234,6.21,training
6.6840377,7.77,training
7.655438,7.37,training
10.932771,9.72,training
6.2327247,5.85,training
6.0441575,6.13,training
5.878389,4.85,training
4.957785,4.67,training
5.1045523,5,training
5.054244,5.01,training
8.188103,8.34,training
4.1895547,4.09,training
8.372099,8.46,training
5.4696383,5.8,training
5.1075025,5.32,training
6.4263268,6,training
3.4389358,3.22,training
8.280306,7.97,training
5.5962186,5.05,training
3.8256998,3.05,training
7.5113354,8.1,training
7.40113,6.89,training
6.2010965,6.1,training
6.519847,6.51,training
6.1572404,6,training
3.8892086,3.53,training
8.473513,8.34,training
9.962165,9.08,training
6.8020973,6.46,training
5.27667,5.03,training
5.4861655,5.52,training
4.84397,4.46,training
9.313277,8.7,training
7.180413,7.8,training
6.3737617,6.02,training
5.568342,5.96,training
6.730784,6.24,training
6.29401,5.64,training
8.490362,8.52,training
3.0360858,3.06,training
8.214973,7.72,training
9.406164,8.85,training
4.302154,3.7,training
3.4056854,3.3,training
8.923893,8.26,training
4.334455,4.11,training
7.0015197,7.52,training
3.6026719,3.59,training
6.290795,4.7,training
8.606554,10.15,training
5.376997,5.77,training
6.640598,6.7,training
6.801625,6.22,training
8.200681,7.77,training
5.566927,5.51,training
4.054638,3.4,training
7.400856,7.07,training
5.0867767,4.87,training
7.5495625,7.85,training
6.644649,7.1,training
6.8883343,8,training
10.1316185,9.54,training
6.6734767,6.49,training
7.2056675,7.42,training
4.241693,4.1,training
4.9894004,4.05,training
8.914998,8.89,training
8.05155,7.6,training
7.6253476,8.1,training
4.629634,3.9,training
6.9687295,7.05,training
7.683605,7.77,training
4.9708347,4.64,training
7.8859735,7.52,training
2.2803562,2.26,training
4.831677,4.72,training
4.7049384,4.67,training
8.788065,8.7,training
6.4387436,6,training
5.646068,6.21,training
6.509483,6.48,training
5.304087,5.1,training
9.98539,9.8,training
8.743803,8.7,training
2.4986274,1.4,training
8.70971,8.74,training
7.4966583,7.31,training
8.576049,8,training
10.04261,10.32,training
5.2326922,5.32,training
4.423161,3.89,training
7.3134923,6.66,training
8.488407,8.22,training
6.4695277,5.7,training
7.6242847,7.6,training
7.1309724,6.29,training
6.480985,7.1,training
4.646842,4.52,training
7.2404623,7.4,training
3.8255968,2.92,training
2.2605126,2.15,training
7.8686833,7.22,training
7.301375,7.57,training
5.927842,5.62,training
6.4159403,6.66,training
8.202044,9,training
3.49885,4.09,training
7.765222,7.66,training
5.4445586,5.52,training
7.9746985,7.39,training
8.367829,8.22,training
8.879726,9.82,training
5.2975388,5.36,training
4.931458,5.77,training
4.9002376,4.4,training
2.8678193,2.82,training
9.735385,9.52,training
6.2597337,6.3,training
6.6569767,6.17,training
6.6456637,6.22,training
6.0558,7.07,training
7.998193,8.15,training
7.879087,8.62,training
8.045035,7.81,training
7.445193,7.8,training
7.214558,7.37,training
5.5777726,5.16,training
7.024562,6.08,training
5.3506684,5.95,training
8.112322,7.7,training
6.6347613,6.1,training
8.547188,8.29,training
4.2535543,4.51,training
7.979939,7.7,training
7.721322,8.08,training
7.292396,7.02,training
5.4517994,5.42,training
6.6367846,6.25,training
3.4406173,3,training
6.0556536,5.83,training
8.193044,7.82,training
4.954568,4.4,training
7.2252073,7.93,training
4.4322367,4.33,training
5.082442,4.56,training
4.6476326,4.74,training
7.404642,7.74,training
7.990992,7.36,training
5.675822,5.24,training
4.0210547,3.3,training
7.50628,7.7,training
4.6760077,5.12,training
8.875207,8,training
7.8653193,7.96,training
9.125507,8.36,training
4.1711617,3.69,training
7.5788546,7.72,training
5.0431128,5.29,training
2.7720215,1.72,training
5.8976245,5.68,training
6.3606186,5.8,training
6.1040506,6.49,training
5.102612,4.6,training
4.3526635,4.15,training
4.643227,4.54,training
4.5174074,4,training
5.3087473,5.68,training
4.634461,4.85,training
5.9480963,5.08,training
6.2749496,5.89,training
3.7249084,3.69,training
8.020944,8.17,training
8.65445,8.87,training
5.28586,5.35,training
6.8844333,6.82,training
4.6992292,4.44,training
3.0437286,3.15,training
8.2639265,7.92,training
4.4825892,4.82,training
3.4637725,2.4,training
6.83444,6.34,training
2.7711449,2.46,training
7.280592,7.17,training
8.191787,7.6,training
6.2288904,6.16,training
5.543456,5.6,training
10.79277,9.96,training
4.797707,4.62,training
4.797707,4.62,training
5.6708226,5.63,training
7.2567115,7.1,training
5.987437,5.85,training
8.866856,8.46,training
5.757882,5.62,training
5.549917,4.96,training
6.533027,6.66,training
6.543123,6.89,training
5.026264,5.06,training
8.032144,8.66,training
5.0341616,4.62,training
9.175675,9.4,training
6.0238256,6.08,training
4.792942,4.8,training
6.193571,6.34,training
5.7372637,5.37,training
5.1530223,5.16,training
6.8811717,6.28,training
7.849502,7.77,training
4.0901403,4.18,training
5.6403174,5.57,training
7.9865203,7.64,training
4.6698604,4.5,training
6.5191326,5.85,training
3.8724625,4,training
5.7604003,5.7,training
8.409549,8.05,training
6.363543,6.38,training
5.8607674,5.28,training
9.333467,9.4,training
4.2433004,4.25,training
5.8865166,6.19,training
4.151525,4,training
8.986243,9.19,training
4.977908,5.15,training
7.4221587,7.4,training
8.48186,7.6,training
9.909993,9.77,training
10.551114,10.52,training
2.7498271,2.85,training
2.7498271,2.85,training
5.059146,4.6,training
9.3493185,8.89,training
5.8441114,5.89,training
7.722225,7.4,training
5.3985686,4.77,training
4.9841313,4.57,training
4.76798,3.52,training
7.097173,6.87,training
5.331422,5.96,training
6.8524866,6.31,training
9.62311,9.22,training
7.2468357,7.18,training
7.381069,7.66,training
5.5893464,5.08,training
4.8830314,4.6,training
7.531055,7.61,training
4.099693,4.15,training
6.4116197,6.15,training
5.689387,4.74,training
4.9919825,5,training
4.245799,4.08,training
5.311359,5.1,training
8.3483305,8.07,training
5.918552,5.7,training
7.889538,7.22,training
8.071798,7.89,training
3.612574,3.1,training
3.016831,1.44,training
4.7367353,4.92,training
8.165327,7.64,training
6.65962,6.22,training
7.2023335,5.52,training
3.8658426,4.3,training
6.882523,7.32,training
8.264207,7.92,training
6.133888,5.74,training
6.2391624,6,training
7.826419,7.7,training
5.4920063,5.1,training
8.763382,8.46,training
3.371656,2.98,training
5.4931874,5.74,training
8.671492,9.1,training
3.9986036,3.28,training
6.916206,7.17,training
6.198167,5.28,training
5.7882304,5.77,training
5.8585844,5.63,training
7.4012537,8.19,training
8.524287,6.85,training
3.9814513,3.39,training
5.3837323,5.41,training
6.945531,7.62,training
7.0686727,6.63,training
7.9516163,7.39,training
4.454957,4.34,training
6.7206054,6.57,training
3.3833795,3.11,training
10.691149,10,training
7.0941668,7,training
7.491876,7.7,training
6.6175795,6.62,training
8.007127,7.7,training
5.075047,5.15,training
8.416551,7.7,training
8.230175,7.6,training
6.3570433,6.39,training
6.4629865,5.88,training
8.087164,8,training
7.766638,7.24,training
10.93616,10.85,training
7.7389793,7.06,training
7.4607162,8,training
5.7338324,5.37,training
7.938456,7.55,training
7.938456,7.55,training
7.938456,7.55,training
5.128919,5.68,training
8.727602,8.7,training
3.71196,4.02,training
8.216212,8.52,training
8.024434,8.04,training
5.3848324,6.27,training
7.5400505,8.19,training
8.097758,7.83,training
3.8137841,3.68,training
5.764939,5,training
8.488453,8.3,training
7.569768,7.59,training
6.9622555,6.89,training
8.312273,7.82,training
6.841831,5.74,training
3.511758,3.3,training
5.2556148,4.84,training
7.586474,8.1,training
7.267663,7.64,training
4.808173,4.03,training
5.15551,5.22,training
5.856576,5.87,training
5.6070485,5,training
6.054351,5.53,training
6.496749,6.46,training
5.9644914,6.72,training
4.387251,4.47,training
6.0324674,5.49,training
7.442717,7.8,training
3.3674643,3.14,training
5.8617306,5.56,training
6.2805953,6.23,training
3.4133406,3.19,training
6.6864715,6.59,training
8.353793,8.22,training
3.8483303,3.48,training
5.985999,5.92,training
5.057256,4.08,training
4.461972,4.76,training
3.2689064,2.97,training
5.9387984,6.47,training
6.3864293,6.08,training
9.411387,9.52,training
7.762866,7.89,training
8.582839,8.4,training
4.4293213,3.87,training
7.882482,7.07,training
2.1696599,2.62,training
6.3346725,6.51,training
7.115136,6.77,training
6.0431724,6,training
6.373962,7,training
3.8266206,3.64,training
7.0968995,7.19,training
6.3293867,6.72,training
6.825625,7.89,training
7.130937,7.48,training
3.4723806,3.46,training
3.4723806,3.46,training
4.890347,4.64,training
4.662751,4.62,training
4.738121,4.59,training
5.174127,4.87,training
3.650519,3.3,training
7.748503,7.92,training
6.9436107,7.71,training
8.010431,8,training
4.539555,4.54,training
7.9835505,7.8,training
6.934363,6.84,training
6.612308,5.76,training
7.309075,7.19,training
7.5729012,7.28,training
5.4957247,6.2,training
5.7492213,5.2,training
5.896904,5.71,training
7.1058435,6.42,training
7.109803,6.8,training
7.5482635,7.17,training
6.592888,6.62,training
7.136138,7.22,training
6.4696336,6.53,training
3.800284,3.51,training
5.9863777,6.37,training
6.7467284,6.15,training
7.061285,7.05,training
5.414069,5.14,training
7.7122564,7.33,training
3.7773976,3,training
5.04082,4.04,training
8.057462,7.44,training
7.3040676,7.46,training
6.990267,7.06,training
6.1470537,7.12,training
6.880847,6.82,training
8.796721,8.51,training
7.411911,7,training
5.2637296,6.22,training
6.117966,6.72,training
4.7740135,4.42,training
7.093051,8,training
6.7170534,6.4,training
7.366518,7.99,training
11.018343,11.11,training
5.7698855,6.37,training
6.4352794,6.54,training
3.838211,3.62,training
7.241622,7.4,training
8.713754,8.89,training
9.311519,8.89,training
8.993285,8.42,training
7.820824,7.42,training
5.1369724,5.1,training
9.14727,8.7,training
7.0365653,7,training
8.162881,7.77,training
6.132591,5.77,training
4.170492,3.9,training
4.170492,3.9,training
7.3718743,7.84,training
7.935668,7.39,training
6.35575,6.3,training
5.5951185,5.92,training
6.6053786,6.15,training
6.1800475,5.71,training
9.712779,9.92,training
7.161392,8.1,training
6.2041802,6,training
8.2320175,8.15,training
7.045989,7.44,training
3.9406662,3.85,training
3.9406662,3.85,training
7.5419507,7.54,training
3.881221,3.44,training
6.077945,6.43,training
3.6071014,3.6,training
4.8678827,4.33,training
7.117298,7.12,training
3.9642017,3.64,training
4.9406276,4,training
5.797019,5.22,training
5.4021,5.39,training
6.8989916,6.52,training
7.2904224,6.54,training
4.879434,5.49,training
6.9679947,6.62,training
7.787542,7.74,training
6.790101,4.55,training
5.127399,5.06,training
7.5165915,7.43,training
6.69823,6.77,training
5.98997,5.88,training
7.068166,7.05,training
3.7139723,4.28,training
6.023337,7.17,training
5.4789906,5.34,training
4.251342,3.88,training
5.1707973,4.92,training
8.447131,8.59,training
7.0159874,6.11,training
5.919686,5.43,training
5.050477,4.7,training
6.031746,6.28,training
8.215481,7.7,training
5.3700795,5.27,training
5.442765,5.81,training
5.719922,4.91,training
4.1507034,3.97,training
6.1853175,6.36,training
4.4201765,4.2,training
8.857819,8.15,training
7.0460606,7.04,training
8.127808,8.17,training
4.8752046,4.4,training
8.01004,8.2,training
7.1196146,6.9,training
2.3128915,1.68,training
6.880604,6.97,training
6.236091,6.49,training
6.5446854,7.07,training
6.3278513,5.74,training
6.054351,5.44,training
5.900076,5.2,training
7.5298524,7.28,training
5.3576126,4.98,training
7.2530756,6.87,training
8.955193,7.89,training
6.9834757,6.95,training
4.490698,3.6,training
5.8522115,5.21,training
8.038092,7.27,training
10.820658,9.82,training
5.7733593,5.7,training
4.993721,4.86,training
11.715977,11.3,training
6.7010713,6.43,training
8.107345,8.22,training
8.362688,9.07,training
6.5459075,6.35,training
8.919957,9.09,training
7.221868,7.49,training
8.982623,8.11,training
6.063363,6.16,training
6.6063833,6,training
7.202778,6.96,training
8.256443,8.74,training
4.9647875,4.7,training
6.6766095,6.82,training
8.075062,7.66,training
3.47078,2.85,training
7.046293,8.17,training
4.866252,5.54,training
7.073733,7,training
8.01716,7.4,training
4.879815,3.49,training
8.855745,10.55,training
5.9279466,5.59,training
6.303355,6.58,training
8.5858345,7.52,training
6.842189,6.65,training
6.646255,6.96,training
7.673706,7.07,training
3.097857,3.25,training
7.9625835,7.72,training
7.0916324,6.72,training
4.784397,5.12,training
4.6882463,4.12,training
6.572971,6.54,training
7.2912974,6.7,training
6.1774106,5.93,training
6.088071,6.17,training
10.163456,9.06,training
6.925495,6.57,training
5.1358523,4,training
5.7270985,5.32,training
6.285462,6.17,training
7.9457774,7.26,training
7.903073,7.78,training
5.5709667,5.02,training
3.4614663,3.3,training
7.592313,7.24,training
7.9482203,7.39,training
12.475944,12.3,training
3.534711,3.05,training
4.4315286,4.41,training
5.1615853,4.44,training
6.394737,5.92,training
5.5885606,5.19,training
7.9286847,7.92,training
11.215443,10.68,training
6.7021246,6.81,training
9.333646,9.41,training
5.7398543,4.92,training
7.232275,6.55,training
4.1576004,4.15,training
3.9776163,3.84,training
6.512472,6.51,training
8.290787,8.52,training
4.132049,3.79,training
9.182623,8.61,training
6.9243402,6.52,training
6.3412113,6.3,training
6.0014462,5.34,training
5.6532364,6.27,training
7.8454657,8.13,training
8.626073,7.96,training
4.296135,4.19,training
5.532931,5.9,training
6.7798777,6.78,training
8.792574,8,training
10.279693,9.32,training
7.057776,7.64,training
9.698788,9.11,training
4.907536,4.72,training
6.8308434,7.15,training
6.19026,6.14,training
7.326662,6.89,training
8.172398,7.59,training
6.2279024,5.22,training
8.101585,8.52,training
6.5849304,7,training
7.0777884,6.49,training
2.8146307,2.68,training
5.871889,6,training
9.409191,9.7,training
7.543032,6.99,training
7.8180337,7.33,training
8.735613,7.64,training
7.611783,7.52,training
6.719242,7.06,training
7.070606,7,training
7.125423,7.35,training
